state,district,period_start,requested_kg,unique_food_types,request_count,request_status_pending,incoming_shipments,incoming_batches,incoming_kg,avg_travel_time_minutes,outgoing_shipments,outgoing_batches,outgoing_kg,produced_batches,produced_kg,avg_batch_freshness,avg_shelf_life_hours,per_capita_income_x,festival_ambedkar_jayanti,festival_bakr_id/eid_ul-adha,festival_bhai_duj,festival_birthday_of_ravindranath,festival_buddha_purnima/vesak,festival_chaitra_sukhladi,festival_chhat_puja_(pratihar_sashthi/surya_sashthi),festival_christmas,festival_christmas_eve,festival_diwali/deepavali,festival_dolyatra,festival_dussehra,festival_easter_day,festival_first_day_of_durga_puja_festivities,festival_first_day_of_sharad_navratri,festival_ganesh_chaturthi/vinayaka_chaturthi,festival_good_friday,festival_govardhan_puja,festival_gudi_padwa,festival_guru_govind_singh_jayanti,festival_guru_nanak_jayanti,festival_guru_ravidas_jayanti,festival_guru_tegh_bahadur's_martyrdom_day,festival_hazarat_ali's_birthday,festival_holi,festival_holika_dahana,festival_independence_day,festival_jamat_ul-vida,festival_janmashtami,festival_janmashtami_(smarta),festival_karaka_chaturthi_(karva_chauth),festival_lohri,festival_maha_ashtami,festival_maha_navami,festival_maha_saptami,festival_maha_shivaratri/shivaratri,festival_maharishi_dayanand_saraswati_jayanti,festival_maharishi_valmiki_jayanti,festival_mahatma_gandhi_jayanti,festival_mahavir_jayanti,festival_makar_sankranti,festival_mesadi_/_vaisakhadi,festival_milad_un-nabi/id-e-milad,festival_muharram/ashura,festival_naraka_chaturdasi,festival_new_year's_day,festival_onam,festival_parsi_new_year,festival_pongal,festival_raksha_bandhan_(rakhi),festival_rama_navami,festival_ramzan_id/eid-ul-fitar,festival_rath_yatra,festival_republic_day,festival_shivaji_jayanti,festival_ugadi,festival_vaisakhi,festival_vasant_panchami,per_capita_income_y,supply_demand_gap_kg,net_flow_kg,production_vs_demand_ratio,request_to_supply_ratio,cluster_id,anomaly_score,is_anomaly
Assam,Assam District 3,2026-02-01,4688.0,6.0,6.0,6.0,1.0,1.0,848.0,1657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3840.0,848.0,0.0,5.528301886792453,1,-0.22369744416490933,1
Assam,Assam District 4,2025-11-01,0.0,0.0,0.0,0.0,2.0,2.0,1099.0,2445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1099.0,1099.0,0.0,0.0,1,-0.0941700724751715,1
Assam,Assam District 4,2025-12-01,0.0,0.0,0.0,0.0,2.0,4.0,2635.0,2801.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2635.0,2635.0,0.0,0.0,1,-0.1125890220523178,1
Assam,Assam District 4,2026-01-01,0.0,0.0,0.0,0.0,1.0,1.0,539.0,3909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.0,539.0,0.0,0.0,1,-0.08390923338403478,1
Assam,Assam District 4,2026-02-01,5341.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5341.0,0.0,0.0,0.0,1,-0.17227120947517804,1
Assam,Assam District 5,2025-11-01,0.0,0.0,0.0,0.0,3.0,11.0,4927.0,3875.2727272727275,3.0,7.0,4025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4927.0,902.0,0.0,0.0,1,-0.18809552777305572,1
Assam,Assam District 5,2025-12-01,0.0,0.0,0.0,0.0,2.0,6.0,3740.0,2956.0,7.0,19.0,12013.0,9.0,4962.0,8.67283950617284,1360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3740.0,-8273.0,0.0,0.0,4,-0.24965876672617937,1
Assam,Assam District 5,2026-01-01,0.0,0.0,0.0,0.0,2.0,5.0,2844.0,6951.0,6.0,12.0,6862.0,48.0,29494.0,40.90691137566137,736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2844.0,-4018.0,0.0,0.0,4,-0.24577782567893613,1
Assam,Assam District 5,2026-02-01,6212.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,1086.0,67.0,40163.0,92.16536365790097,304.1194029850746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6212.0,-1086.0,6.465389568576948,0.0,0,-0.2479722043441256,1
Assam,Assam District 5,2026-03-01,1292.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10831.0,100.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1292.0,0.0,8.38312693498452,0.0,0,-0.18558514082230548,1
Assam,Assam District 6,2025-11-01,0.0,0.0,0.0,0.0,1.0,4.0,2922.0,1509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2922.0,2922.0,0.0,0.0,1,-0.10794133118468496,1
Assam,Assam District 6,2025-12-01,0.0,0.0,0.0,0.0,2.0,7.0,4257.0,1048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4257.0,4257.0,0.0,0.0,1,-0.11595416064606756,1
Assam,Assam District 6,2026-01-01,0.0,0.0,0.0,0.0,2.0,6.0,3733.0,2198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3733.0,3733.0,0.0,0.0,1,-0.11595416064606756,1
Assam,Assam District 6,2026-02-01,6871.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6871.0,0.0,0.0,0.0,1,-0.17227120947517804,1
Assam,Assam District 7,2025-11-01,0.0,0.0,0.0,0.0,1.0,3.0,2013.0,817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,2013.0,0.0,0.0,1,-0.10036585165294498,1
Assam,Assam District 7,2025-12-01,0.0,0.0,0.0,0.0,1.0,3.0,1569.0,2101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1569.0,1569.0,0.0,0.0,1,-0.10036585165294498,1
Assam,Assam District 7,2026-01-01,0.0,0.0,0.0,0.0,2.0,5.0,2840.0,3406.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,2840.0,0.0,0.0,1,-0.11492813956320769,1
Assam,Assam District 7,2026-02-01,7761.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7761.0,0.0,0.0,0.0,1,-0.17227120947517804,1
Assam,Assam District 8,2025-11-01,0.0,0.0,0.0,0.0,3.0,9.0,4232.0,1377.888888888889,5.0,13.0,8043.0,2.0,1532.0,0.0,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4232.0,-3811.0,0.0,0.0,4,-0.2293584865702174,1
Assam,Assam District 8,2025-12-01,0.0,0.0,0.0,0.0,5.0,16.0,9829.0,3092.625,8.0,19.0,11735.0,11.0,6927.0,13.712121212121211,1309.090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9829.0,-1906.0,0.0,0.0,4,-0.2591291139736426,1
Assam,Assam District 8,2026-01-01,0.0,0.0,0.0,0.0,2.0,6.0,3630.0,2737.3333333333335,2.0,4.0,3196.0,55.0,33276.0,30.451479076479075,718.6909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3630.0,434.0,0.0,0.0,4,-0.21713196163682358,1
Assam,Assam District 8,2026-02-01,4687.0,6.0,6.0,6.0,1.0,4.0,3047.0,3021.0,1.0,1.0,486.0,51.0,32474.0,96.67172424525366,263.05882352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1640.0,2561.0,6.928525709409004,1.5382343288480473,0,-0.26527079303250245,1
Assam,Assam District 8,2026-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11668.0,100.0,117.71428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.0721288293117539,1
