state,district,period_start,requested_kg,unique_food_types,request_count,request_status_pending,incoming_shipments,incoming_batches,incoming_kg,avg_travel_time_minutes,outgoing_shipments,outgoing_batches,outgoing_kg,produced_batches,produced_kg,avg_batch_freshness,avg_shelf_life_hours,per_capita_income_x,festival_ambedkar_jayanti,festival_bakr_id/eid_ul-adha,festival_bhai_duj,festival_birthday_of_ravindranath,festival_buddha_purnima/vesak,festival_chaitra_sukhladi,festival_chhat_puja_(pratihar_sashthi/surya_sashthi),festival_christmas,festival_christmas_eve,festival_diwali/deepavali,festival_dolyatra,festival_dussehra,festival_easter_day,festival_first_day_of_durga_puja_festivities,festival_first_day_of_sharad_navratri,festival_ganesh_chaturthi/vinayaka_chaturthi,festival_good_friday,festival_govardhan_puja,festival_gudi_padwa,festival_guru_govind_singh_jayanti,festival_guru_nanak_jayanti,festival_guru_ravidas_jayanti,festival_guru_tegh_bahadur's_martyrdom_day,festival_hazarat_ali's_birthday,festival_holi,festival_holika_dahana,festival_independence_day,festival_jamat_ul-vida,festival_janmashtami,festival_janmashtami_(smarta),festival_karaka_chaturthi_(karva_chauth),festival_lohri,festival_maha_ashtami,festival_maha_navami,festival_maha_saptami,festival_maha_shivaratri/shivaratri,festival_maharishi_dayanand_saraswati_jayanti,festival_maharishi_valmiki_jayanti,festival_mahatma_gandhi_jayanti,festival_mahavir_jayanti,festival_makar_sankranti,festival_mesadi_/_vaisakhadi,festival_milad_un-nabi/id-e-milad,festival_muharram/ashura,festival_naraka_chaturdasi,festival_new_year's_day,festival_onam,festival_parsi_new_year,festival_pongal,festival_raksha_bandhan_(rakhi),festival_rama_navami,festival_ramzan_id/eid-ul-fitar,festival_rath_yatra,festival_republic_day,festival_shivaji_jayanti,festival_ugadi,festival_vaisakhi,festival_vasant_panchami,per_capita_income_y,supply_demand_gap_kg,net_flow_kg,production_vs_demand_ratio,request_to_supply_ratio
Andhra Pradesh,East Godavari,2025-11-01,3270.0,6.0,8.0,8.0,1.0,1.0,337.0,25.0,5.0,8.0,1873.0,10.0,3618.0,100.0,429.6,89448.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88549.99,-2933.0,-1536.0,1.1064220183486237,9.70326409495549
Andhra Pradesh,East Godavari,2025-12-01,5181.0,6.0,7.0,7.0,1.0,3.0,632.0,25.0,7.0,13.0,4765.0,10.0,4387.0,100.0,350.4,88793.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0127,0.0121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88549.99,-4549.0,-4133.0,0.8467477320980505,8.197784810126583
Andhra Pradesh,East Godavari,2026-01-01,11542.0,6.0,11.0,11.0,2.0,6.0,1030.0,35.5,2.0,5.0,1197.0,10.0,3393.0,100.0,614.4,89433.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7077,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,88549.99,-10512.0,-167.0,0.29396984924623115,11.205825242718447
Andhra Pradesh,East Godavari,2026-02-01,339.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,166.0,100.0,72.0,88549.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88549.99,-339.0,0.0,0.4896755162241888,0.0
Andhra Pradesh,Guntur,2025-08-01,14370.0,6.0,12.0,12.0,1.0,2.0,664.0,61.0,4.0,7.0,2535.0,10.0,3972.0,100.0,470.4,96727.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.7519,0.7519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0765,0.0,0.0,0.0,0.0,0.0,0.6634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97677.53,-13706.0,-1871.0,0.27640918580375784,21.64156626506024
Andhra Pradesh,Guntur,2025-09-01,2180.0,6.0,7.0,7.0,2.0,4.0,1265.0,25.0,8.0,19.0,5259.0,10.0,3536.0,100.0,360.0,97497.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97677.53,-915.0,-3994.0,1.6220183486238533,1.7233201581027668
Andhra Pradesh,Guntur,2025-10-01,11161.0,6.0,11.0,11.0,0.0,0.0,0.0,0.0,6.0,13.0,4510.0,10.0,3989.0,100.0,633.6,98646.63,0.0,0.0,0.6634,0.0,0.0,0.0,0.0,0.0,0.0,0.7961,0.0,0.7519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0813,0.0,0.7784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97677.53,-11161.0,-4510.0,0.3574052504255891,0.0
Andhra Pradesh,Guntur,2025-11-01,6098.0,6.0,8.0,8.0,1.0,1.0,337.0,40.0,4.0,7.0,1317.0,10.0,4079.0,100.0,674.4,97525.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97677.53,-5761.0,-980.0,0.6689078386356182,18.094955489614243
Andhra Pradesh,Guntur,2025-12-01,5735.0,6.0,7.0,7.0,2.0,5.0,1095.0,41.8,7.0,12.0,3857.0,10.0,4202.0,100.0,693.6,98649.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0127,0.0121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97677.53,-4640.0,-2762.0,0.7326939843068875,5.237442922374429
Andhra Pradesh,Guntur,2026-01-01,12120.0,6.0,11.0,11.0,0.0,0.0,0.0,0.0,7.0,17.0,5240.0,10.0,3409.0,100.0,448.8,98876.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7077,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,97677.53,-12120.0,-5240.0,0.2812706270627063,0.0
Andhra Pradesh,Guntur,2026-02-01,1445.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,119.0,100.0,168.0,97677.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97677.53,-1445.0,0.0,0.08235294117647059,0.0
Andhra Pradesh,Krishna,2025-08-01,17327.0,6.0,11.0,11.0,1.0,2.0,476.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87116.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.7519,0.7519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0765,0.0,0.0,0.0,0.0,0.0,0.6634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87776.51,-16851.0,476.0,0.0,36.40126050420168
Andhra Pradesh,Krishna,2025-09-01,4401.0,6.0,7.0,7.0,4.0,9.0,2469.0,117.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87971.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87776.51,-1932.0,2469.0,0.0,1.7825030376670716
Andhra Pradesh,Krishna,2025-10-01,15292.0,6.0,12.0,12.0,2.0,3.0,1294.0,114.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89042.74,0.0,0.0,0.6634,0.0,0.0,0.0,0.0,0.0,0.0,0.7961,0.0,0.7519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0813,0.0,0.7784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87776.51,-13998.0,1294.0,0.0,11.817619783616692
Andhra Pradesh,Krishna,2025-11-01,4674.0,6.0,6.0,6.0,1.0,1.0,320.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87799.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87776.51,-4354.0,320.0,0.0,14.60625
Andhra Pradesh,Krishna,2025-12-01,3917.0,6.0,6.0,6.0,4.0,5.0,1642.0,107.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88695.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0127,0.0121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87776.51,-2275.0,1642.0,0.0,2.3855054811205845
Andhra Pradesh,Krishna,2026-01-01,11806.0,6.0,11.0,11.0,3.0,6.0,1813.0,82.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87768.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7077,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,87776.51,-9993.0,1813.0,0.0,6.511858797573083
Andhra Pradesh,Krishna,2026-02-01,1885.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87776.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87776.51,-1885.0,0.0,0.0,0.0
Andhra Pradesh,Kurnool,2025-08-01,11606.0,6.0,12.0,12.0,4.0,7.0,2224.0,65.28571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61155.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.7519,0.7519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0765,0.0,0.0,0.0,0.0,0.0,0.6634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63046.11,-9382.0,2224.0,0.0,5.218525179856115
Andhra Pradesh,Kurnool,2025-09-01,4582.0,5.0,6.0,6.0,1.0,1.0,166.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61223.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63046.11,-4416.0,166.0,0.0,27.602409638554217
Andhra Pradesh,Kurnool,2025-10-01,10991.0,6.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60880.31,0.0,0.0,0.6634,0.0,0.0,0.0,0.0,0.0,0.0,0.7961,0.0,0.7519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0813,0.0,0.7784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63046.11,-10991.0,0.0,0.0,0.0
Andhra Pradesh,Kurnool,2025-11-01,3345.0,4.0,5.0,5.0,1.0,3.0,493.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61732.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63046.11,-2852.0,493.0,0.0,6.78498985801217
Andhra Pradesh,Kurnool,2025-12-01,2709.0,5.0,7.0,7.0,1.0,1.0,489.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63395.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0127,0.0121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63046.11,-2220.0,489.0,0.0,5.539877300613497
Andhra Pradesh,Kurnool,2026-01-01,10467.0,6.0,12.0,12.0,2.0,5.0,1151.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7077,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,63046.11,-9316.0,1151.0,0.0,9.09383145091225
